2021-07-26 10:31:31,335 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 14:58:42,765 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$d3xwMuc9qxhYY36H5xynTuY/GhjdCzS0temVHHmE8xoXUgObYdmMK -- ADMIN --  (UserService.java:65)
2021-07-26 14:59:55,598 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 14:59:55,658 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$MDFpbsAogOju7huOseBR1.ScG2aKT5yevmm8QvplycoHZVviz5aru -- ADMIN --  (UserService.java:65)
2021-07-26 14:59:55,924 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:01:43,337 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:01:43,398 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$0KNECHp66tf8Wd5I13K1u.jIryeN1Rx9875chuF2Hzq.XmiRrAr7a -- ADMIN --  (UserService.java:65)
2021-07-26 15:01:43,650 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:03:34,466 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:03:34,530 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$zUvgqj/bZX2eMXAnYcrdmuRUZhdOWTtrDKLPFsXtXy2RyjHhgeppK -- ADMIN --  (UserService.java:65)
2021-07-26 15:03:34,801 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:04:18,482 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 15:04:19,447 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 15:04:19,522 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 15:04:19,655 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 15:04:20,321 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 15:04:21,028 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 15:04:23,161 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:04:23,221 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$X2MjHbWoNyAh/XQ5Z5auheMJOXrvSd.YtpHESGZ2TFZh2KxiQ5tOO -- ADMIN --  (UserService.java:65)
2021-07-26 15:04:23,449 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:05:37,720 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:05:37,781 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$1f7K2a3DH7tBEQU07VLHPuhqbkjrUULp8X/ksHZ5Sx08YM7McGAmu -- ADMIN --  (UserService.java:65)
2021-07-26 15:05:38,040 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:05:58,256 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 15:05:59,174 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 15:05:59,230 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 15:05:59,363 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 15:05:59,839 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 15:06:00,502 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 15:07:01,918 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:07:01,978 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$eFrNyQsRBwmhLcq2xbWmp.qqPQoIuy8LrlHy65DeFGspzRrAmSMa6 -- ADMIN --  (UserService.java:65)
2021-07-26 15:07:02,289 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:07:49,863 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 15:07:50,708 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 15:07:50,766 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 15:07:50,913 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 15:07:51,385 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 15:07:52,034 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 15:07:54,184 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:07:54,243 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$UaiY9ydxaKqtn5xi4qMGAu3ny60Iq95q.mzt6rdqGlctFZQjIrQJC -- ADMIN --  (UserService.java:65)
2021-07-26 15:07:54,465 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:31:14,213 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 15:31:15,103 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 15:31:15,161 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 15:31:15,299 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 15:31:15,823 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 15:31:16,527 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 15:31:18,663 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:31:18,722 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$dooDDF.Dq.QNaxm5lg5Hve01yo4nl8eB7X9BuNNlqa7lpht0oIPyG -- ADMIN --  (UserService.java:65)
2021-07-26 15:31:18,951 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:31:19,135 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 15:36:43,510 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 15:40:39,149 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 15:40:39,152 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-26 15:41:04,225 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 15:41:05,152 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 15:41:05,219 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 15:41:05,358 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 15:41:05,845 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 15:41:06,481 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 15:41:08,623 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:41:08,682 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$3KuT/PvUniaYMRiCWY5b.ugHt73Rp42LIquMv/lp7oprYtXV6748i -- ADMIN --  (UserService.java:65)
2021-07-26 15:41:08,932 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 15:41:08,932 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-26 15:41:09,120 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:41:09,306 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 15:41:43,377 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 15:41:44,238 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 15:41:44,293 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 15:41:44,436 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 15:41:44,910 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 15:41:45,521 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 15:41:47,408 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:41:47,469 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$t5wBg/YVhZgm53Brojj.BesSgHNMlRlVpSDsb0zGBTG771fq/nq3S -- ADMIN --  (UserService.java:65)
2021-07-26 15:41:47,532 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 15:41:47,533 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-26 15:41:47,535 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:41:47,543 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 15:42:37,110 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 15:42:37,954 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 15:42:38,014 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 15:42:38,143 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 15:42:38,644 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 15:42:39,287 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 15:46:25,200 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 15:46:26,058 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 15:46:26,113 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 15:46:26,254 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 15:46:26,716 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 15:46:27,347 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 15:46:29,245 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 15:46:29,308 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$9YF1Ds1BfwTaL5JOD5zVTeqtYkZwU5Ce7kKT9R/2ASreIbexiiCPu -- ADMIN --  (UserService.java:65)
2021-07-26 15:46:29,366 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 15:46:29,366 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-26 15:46:29,369 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 15:46:29,374 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 16:46:39,748 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 16:46:40,734 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 16:46:40,793 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 16:46:40,940 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 16:46:41,430 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 16:46:42,099 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 16:47:04,711 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 16:47:04,889 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$N39ceKwU4Uac/TR/L4KlJuoLuk9uPRV0T3.WueYY3PrxNnKuE3gSe -- ADMIN --  (UserService.java:65)
2021-07-26 16:47:04,959 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 16:47:04,966 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 16:47:05,038 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 16:47:05,039 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-26 17:36:30,590 - [main] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:29)
2021-07-26 17:39:09,665 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-26 17:39:10,552 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-26 17:39:10,617 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-26 17:39:10,753 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-26 17:39:11,233 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-26 17:39:11,855 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-26 17:39:13,788 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-26 17:39:13,850 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$v8g19zqpkpdbDse3Y6qT5eVrA2XvUSp8IULC59vmmx6bsS4WqhAhm -- ADMIN --  (UserService.java:65)
2021-07-26 17:39:13,910 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 17:39:13,910 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-26 17:39:13,912 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-26 17:39:13,917 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-26 17:39:13,980 - [main] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:29)
