2021-07-29 09:51:46,876 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:18:02,795 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 10:18:02,805 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  bidList saved ** (BidListController.java:51)
2021-07-29 10:19:56,913 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:21:24,189 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:21:26,549 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 10:21:26,550 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:47)
2021-07-29 10:22:51,423 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:22:53,584 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 10:22:53,585 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:47)
2021-07-29 10:24:13,943 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:24:16,183 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 10:24:16,183 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:47)
2021-07-29 10:25:57,089 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:25:59,323 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 10:25:59,324 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:47)
2021-07-29 10:32:21,643 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:32:58,408 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:33:00,637 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 10:33:00,638 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:47)
2021-07-29 10:36:51,176 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:37:08,239 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:37:10,403 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /update/{id} with id: 1 (BidListController.java:57)
2021-07-29 10:38:02,391 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:38:04,727 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:75)
2021-07-29 10:38:04,727 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:76)
2021-07-29 10:38:04,727 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:78)
2021-07-29 10:51:41,765 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:52:45,994 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:52:48,158 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch Post bidList/update/{id} with id: 1 (BidListController.java:66)
2021-07-29 10:52:48,161 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  BidList updated ** id: 1 (BidListController.java:74)
2021-07-29 10:56:45,410 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 10:56:47,591 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch Post bidList/update/{id} with id: 1 (BidListController.java:66)
2021-07-29 10:56:47,592 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:68)
2021-07-29 11:05:54,128 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 11:06:08,411 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 11:06:09,425 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-29 11:06:09,515 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-29 11:06:09,665 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-29 11:06:10,332 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-29 11:06:11,046 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-29 11:06:14,055 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 11:06:14,058 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  bidList saved ** (BidListController.java:51)
2021-07-29 11:06:14,081 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 11:06:14,081 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:47)
2021-07-29 11:06:14,363 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch Post bidList/update/{id} with id: 1 (BidListController.java:66)
2021-07-29 11:06:14,364 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:68)
2021-07-29 11:06:14,382 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch Post bidList/update/{id} with id: 1 (BidListController.java:66)
2021-07-29 11:06:14,382 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  BidList updated ** id: 1 (BidListController.java:74)
2021-07-29 11:06:14,388 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/add (BidListController.java:39)
2021-07-29 11:06:14,397 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /update/{id} with id: 1 (BidListController.java:57)
2021-07-29 11:06:14,413 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/list (BidListController.java:32)
2021-07-29 11:06:14,517 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch addlUser (UserService.java:61)
2021-07-29 11:06:14,579 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$D8amSmJQ3Tru5tBkUILg4u1AI8ZryR7IL8fVRJeKRdWf8R3UZvfqG -- ADMIN --  (UserService.java:65)
2021-07-29 11:06:14,644 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch updateUser (UserService.java:79)
2021-07-29 11:06:14,645 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-29 11:06:14,646 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-29 11:06:14,651 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> getUserById (UserService.java:115)
2021-07-29 11:06:14,654 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch addlUser (UserService.java:99)
2021-07-29 11:06:14,656 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch updateUser (UserService.java:79)
2021-07-29 11:06:14,720 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> getUserById (UserService.java:115)
2021-07-29 11:06:14,721 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=0 not found in DataBase (DataNotFoundException.java:17)
2021-07-29 11:06:14,722 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch addlUser (UserService.java:99)
2021-07-29 11:06:14,723 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=2 not found in DataBase (DataNotFoundException.java:17)
2021-07-29 11:06:14,724 - [main] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:44)
2021-07-29 11:06:14,726 - [main] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:30)
2021-07-29 11:06:15,505 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:06:15,505 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:60)
2021-07-29 11:06:15,541 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-29 11:06:15,541 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-29 11:06:15,556 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-29 11:06:15,566 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:75)
2021-07-29 11:06:15,566 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:76)
2021-07-29 11:06:15,567 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:78)
2021-07-29 11:06:15,581 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:06:15,582 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:60)
2021-07-29 11:06:15,592 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:06:15,593 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:60)
2021-07-29 11:06:15,603 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:75)
2021-07-29 11:06:15,604 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:76)
2021-07-29 11:06:15,604 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  User updated ** id: 1 (UserController.java:82)
2021-07-29 11:06:15,611 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:06:15,612 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  User created ** id: null (UserController.java:57)
2021-07-29 11:06:15,619 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} with id = 1 (UserController.java:66)
2021-07-29 11:06:15,633 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:06:15,633 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:60)
2021-07-29 11:22:48,850 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 11:22:51,040 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/delete/{id} + id: 1 (BidListController.java:80)
2021-07-29 11:22:51,041 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  BidList Deleted ** id: 1 (BidListController.java:82)
2021-07-29 11:23:18,572 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 11:23:19,511 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-29 11:23:19,584 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-29 11:23:19,713 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-29 11:23:20,199 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-29 11:23:20,834 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-29 11:23:23,627 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 11:23:23,630 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  bidList saved ** (BidListController.java:51)
2021-07-29 11:23:23,649 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 11:23:23,649 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:47)
2021-07-29 11:23:23,932 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch Post bidList/update/{id} with id: 1 (BidListController.java:66)
2021-07-29 11:23:23,932 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:68)
2021-07-29 11:23:23,951 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch Post bidList/update/{id} with id: 1 (BidListController.java:66)
2021-07-29 11:23:23,952 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  BidList updated ** id: 1 (BidListController.java:74)
2021-07-29 11:23:23,957 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/add (BidListController.java:39)
2021-07-29 11:23:23,968 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /update/{id} with id: 1 (BidListController.java:57)
2021-07-29 11:23:23,979 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/delete/{id} + id: 1 (BidListController.java:80)
2021-07-29 11:23:23,980 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  BidList Deleted ** id: 1 (BidListController.java:82)
2021-07-29 11:23:23,986 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/list (BidListController.java:32)
2021-07-29 11:23:24,089 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch addlUser (UserService.java:61)
2021-07-29 11:23:24,152 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$7YRGJAxXzy4DzlP5uGIMmu3wfgoaez04I2YP45vAfCddNN3/HFrlC -- ADMIN --  (UserService.java:65)
2021-07-29 11:23:24,202 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch updateUser (UserService.java:79)
2021-07-29 11:23:24,203 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-29 11:23:24,204 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-29 11:23:24,208 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> getUserById (UserService.java:115)
2021-07-29 11:23:24,211 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch addlUser (UserService.java:99)
2021-07-29 11:23:24,214 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch updateUser (UserService.java:79)
2021-07-29 11:23:24,280 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> getUserById (UserService.java:115)
2021-07-29 11:23:24,281 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=0 not found in DataBase (DataNotFoundException.java:17)
2021-07-29 11:23:24,283 - [main] INFO       | com.ly.p7.Poseidon.service.implentation.UserService          |  ---> Launch addlUser (UserService.java:99)
2021-07-29 11:23:24,283 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=2 not found in DataBase (DataNotFoundException.java:17)
2021-07-29 11:23:24,285 - [main] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:44)
2021-07-29 11:23:24,286 - [main] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:30)
2021-07-29 11:23:25,015 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:23:25,015 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:60)
2021-07-29 11:23:25,050 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-29 11:23:25,050 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-29 11:23:25,063 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-29 11:23:25,073 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:75)
2021-07-29 11:23:25,073 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:76)
2021-07-29 11:23:25,074 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:78)
2021-07-29 11:23:25,085 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:23:25,085 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:60)
2021-07-29 11:23:25,094 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:23:25,094 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:60)
2021-07-29 11:23:25,102 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:75)
2021-07-29 11:23:25,102 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:76)
2021-07-29 11:23:25,103 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  User updated ** id: 1 (UserController.java:82)
2021-07-29 11:23:25,109 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:23:25,109 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  User created ** id: null (UserController.java:57)
2021-07-29 11:23:25,116 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} with id = 1 (UserController.java:66)
2021-07-29 11:23:25,129 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-29 11:23:25,130 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  Errors ** Nb error: 1 (UserController.java:60)
2021-07-29 11:23:52,708 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 11:23:54,759 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/delete/{id} + id: 1 (BidListController.java:80)
2021-07-29 11:23:54,770 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  BidList Deleted ** id: 1 (BidListController.java:82)
2021-07-29 11:24:45,419 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 11:24:47,543 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/delete/{id} + id: 1 (UserController.java:88)
2021-07-29 11:24:47,553 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |   --> **  User Deleted ** id: 1 (UserController.java:90)
2021-07-29 11:25:03,960 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-29 11:25:04,914 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-29 11:25:04,972 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-29 11:25:05,131 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-29 11:25:05,652 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-29 11:25:06,309 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-29 11:25:09,156 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 11:25:09,158 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  bidList saved ** (BidListController.java:51)
2021-07-29 11:25:09,177 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/validate (BidListController.java:45)
2021-07-29 11:25:09,178 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:47)
2021-07-29 11:25:09,451 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch Post bidList/update/{id} with id: 1 (BidListController.java:66)
2021-07-29 11:25:09,452 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  Errors ** Nb error: 2 (BidListController.java:68)
2021-07-29 11:25:09,468 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch Post bidList/update/{id} with id: 1 (BidListController.java:66)
2021-07-29 11:25:09,469 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  BidList updated ** id: 1 (BidListController.java:74)
2021-07-29 11:25:09,474 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/add (BidListController.java:39)
2021-07-29 11:25:09,484 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /update/{id} with id: 1 (BidListController.java:57)
2021-07-29 11:25:09,492 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/delete/{id} + id: 1 (BidListController.java:80)
2021-07-29 11:25:09,493 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              |   --> **  BidList Deleted ** id: 1 (BidListController.java:82)
2021-07-29 11:25:09,500 - [main] INFO       | com.ly.p7.Poseidon.controller.BidListController              | --> Launch /bidList/list (BidListController.java:32)
